uri,url,title,body,lang,source_title,dateTime,date,time
2025-08-811819786,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=509d0935-3835-49ea-a9cf-99144fb6be8a,阿里推程式設計平台Qoder，可實現AI自主研發-MoneyDJ理財網,MoneyDJ新聞 2025-08-22 10:38:11 新聞中心 發佈綜合陸媒報導，阿里巴巴(BABA.US；9988.HK)今(22)日面向全球用戶發布Agentic程式設計平台「Qoder」。阿里巴巴指出，Qoder整合了全球頂尖的程式設計模型，提供最強的上下文工程能力，可一次檢索10萬個代碼文件；基於強大的程式設計智慧體，可實現AI自主研發，大幅提升真實軟體的開發效率；使用Qoder開發一個電商網站的前後端，可將原本需要數天的工作縮短至十分鐘。,zho,MoneyDJ理財網,2025-08-22T03:31:49Z,2025-08-22,03:31:49
2025-08-811087736,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=6626e5f9-3eb8-41e3-bf44-939d1ff003ba,《陸股》滬指漲0.13%、連2揚；恆指跌0.24%-MoneyDJ理財網,"MoneyDJ新聞 2025-08-21 17:09:28 新聞中心 發佈

中國滬深兩市三大指數今(21)日早盤集體開高，在數位貨幣/跨境支付/小金融/多元金融概念股走強，以及光電設備概念回調、銅纜高速連接下跌的交互影響下，各指數盤中均一度回檔翻黑，惟隨後走揚翻紅；午後，滬指、深證成指維持在平盤附近遊走，創業板指則是再度翻黑。滬指終場收漲0.13%、連續二日走揚，續創本波段新高。

上證指數今收於3771.10點，上漲4.89點或0.13%；深證成指收於11919.76點，下跌6.98點或0.06%；創業板指收於2595.47點，下跌12.18點或0.47%；科創50收於1149.15點，上漲1.00點或0.09%；中證A500收於5089.34點，上漲14.12點或0.28%。

成交量方面，滬市今成交約9,977億元(人民幣,下同)，深市成交約1兆4,263億元，兩市成交額2兆4,240億元，較前一交易日量縮約1%，連續七日突破2兆。

從盤面上來看，美容護理、石油石化、傳媒、公用事業、煤炭等類股漲幅居前；通信、機械設備、有色金屬、電力設備、電子等則跌幅居前。概念股中，油氣、數位貨幣、美容護理、銀行等概念股漲幅居前；稀土永磁、PEEK材料、液冷伺服器、CPO等則跌幅居前。

香港恆生指數今早開高0.2%，盤中多維持在平盤附近調整，臨近尾盤跌幅有所擴大，全日多維持在低檔。盤面上，恆生科技指數跌0.77%，科網股跌多漲少，網易(9999.HK)漲逾1%，美團(3690.HK)跌逾3%，百度(9888.HK)、小米(1810.HK)跌逾2%，嗶哩嗶哩(9626.HK)、阿里巴巴(9988.HK)、京東(9618.HK)跌逾1%。恆指終場續守25000點、收於25104.61點，下跌61.33點或0.24%。",zho,MoneyDJ理財網,2025-08-21T10:06:25Z,2025-08-21,10:06:25
8825126343,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=65f21d10-2b87-49c7-91db-62a10cbfd021,阿里巴巴擬分拆斑馬網絡技術於香港獨立上市-MoneyDJ理財網,"綜合港媒報導，阿里巴巴(9988.HK)宣布，斑馬網絡技術正尋求於香港聯交所主板獨立上市。阿里指出，斑馬曾為公司的子公司，自2024年12月27日起不再納入集團併表範圍；由於斑馬於公司最近一個完整財務年度解除併表，根據相關規定，公司已就擬議分拆向香港聯交所提交分拆計劃，且香港聯交所已確認可進行擬議分拆，擬議分拆將以斑馬股份全球發售的方式進行，包括香港公開發售及國際發售。

據悉，目前阿里巴巴持有斑馬約44.7%股份，分拆完成後，阿里將繼續持有斑馬超過30%的股份，阿里巴巴未分拆集團將繼續經營其現有的主要業務，斑馬集團經營的業務除外。此外，斑馬主要從事智慧座艙解決方案的開發，並提供3類解決方案包括系統級OS解決方案、AI全棧端到端解決方案以及車載平台服務。

阿里巴巴表示，有關擬議分拆的詳情，包括全球發售的規模和架構、公司於斑馬的股份百分比的減幅等，尚未最終確定；擬議分拆須待獲得香港聯交所上市委員會批准斑馬股份上市及買賣、完成向中國證監會提交的斑馬股份上市及發售相關備案以及斑馬董事會作出最終決定後，方可作實。",zho,MoneyDJ理財網,2025-08-21T03:46:57Z,2025-08-21,03:46:57
2025-08-810662645,https://www.reuters.com/world/asia-pacific/alibaba-backed-banma-network-plans-hong-kong-listing-2025-08-20/,Alibaba-backed Banma Network plans Hong Kong listing,"Aug 21 (Reuters) - Alibaba (9988.HK), opens new tab said on Thursday that autonomous-driving software firm Banma Network Technology is planning a separate listing on the Hong Kong Stock Exchange.

Alibaba will retain a 30% stake in Banma after listing, down from its current holding of 44.72%.

""It is currently proposed that the proposed spin-off will be effected by way of the global offering of the Banma shares,"" Alibaba said.

Reporting by Sameer Manekar in Bengaluru; Editing by Alan Barona

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-20T22:48:38Z,2025-08-20,22:48:38
8817191172,https://bdnews24.com/lifestyle/59b43e0cb2ac,China's favourite 'ugly' products celebrated with exhibition,"People visit the exhibition 'Era of Uglies Has Arrived' by Alibaba's Taobao, in Hangzhou, Zhejiang province, China Aug 13, 2025. REUTERS/Nicoco Chan

From sandals inspired by cabbage leaves to a tower of misshapen cat pillows, a new exhibition in Hangzhou is celebrating the weirdest and most aesthetically unappealing products available for sale online in China.

The 'Era of Uglies Has Arrived' exhibition, organised for the first time this year by Alibaba-owned 9988.HK e-commerce giant Taobao, spotlights more than 300 products that have won or been shortlisted for the platform's annual Ugly Stuff Competition, also known as the Uglies Award.

Yu Hu, project lead for the Uglies Award, said the Era of Uglies attracted more than 3,000 visitors a day during its run from late July to mid-August.

""Ugly"" products on Taobao have generated more than 100 million yuan ($13.94 million) in sales since 2020, according to Alibaba, with Yu estimating current growth rates for the sector in the ""double or triple digits.""",eng,bdnews24.com,2025-08-15T14:45:00Z,2025-08-15,14:45:00
8816773708,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=3425e2b6-a2c4-4bb5-906b-52aaf5037317,《陸股》滬指漲0.83%，週K連2紅；恆指跌近1%-MoneyDJ理財網,"中國國家統計局今(15)日公布今(2025)年7月經濟數據，包括7月工業增加值年增5.7%、略遜預期，以及失業率升至5.2%、呈季節性上升等。中國滬深兩市三大指數今日早盤集體開低，隨後在PEEK材料概念反彈走揚、券商類股拉升，以及液冷伺服器概念走高的帶動下，各指數均呈現回升翻紅。滬指終場3700點再度得而復失、收漲0.83%，本週漲1.70%。

上證指數今收於3696.77點，上漲30.33點或0.83%；深證成指收於11634.67點，上漲183.24點或1.60%；創業板指收於2534.22點，上漲64.56點或2.61%；科創50收於1101.29點，上漲15.55點或1.43%；中證A500收於4985.83點，上漲46.78點或0.95%。

以週線來看，上證指數本週漲1.70%、深證成指漲4.55%、創業板指漲8.58%、科創50漲5.53%、中證A500漲2.75%，週K均連2紅。

成交量方面，滬市今成交約9,606億元(人民幣,下同)，深市成交約1兆2,840億元，兩市成交額2兆2,446億元，較前一交易日量增縮約2%，連續三日突破2兆。

從盤面上來看，電力設備、電子、非銀金融、汽車、有色金屬等類股漲幅居前；僅銀行類股下跌。概念股中，PEEK材料、液冷伺服器、PCB、證券等概念股漲幅居前；銀行等少數概念股下跌。

香港恆生指數今早開低0.77%，隨後震盪走跌，全日維持在低檔。盤面上，恆生科技指數跌0.59%，科網股普跌，阿里巴巴(9988.HK)、網易(9999.HK)、京東(9618.HK)跌逾3%，美團(3690.HK)跌逾2%，嗶哩嗶哩(9626.HK)漲逾2%。恆指終場收於25270.07點，下跌249.25點或0.98%，連續二日走跌；以週線來看，本週漲1.65%、週K連2紅。",zho,MoneyDJ理財網,2025-08-15T09:21:11Z,2025-08-15,09:21:11
2025-08-805771683,https://www.reuters.com/markets/europe/bridgewater-exited-all-us-listed-china-stocks-second-quarter-2025-08-15/,Bridgewater exited all US-listed China stocks in the second quarter,"HONG KONG, Aug 15 (Reuters) - Bridgewater Associates sold all its U.S.-listed China shares in the second quarter, signalling a major shift in its portfolio allocation, as the trade war between the world's two largest economies escalated.

One of the world's biggest hedge funds, Bridgewater sold its entire holdings in about 16 Chinese stocks and two China-focused exchange-traded funds with a total value close to $1.5 billion, Reuters calculated, based on a U.S. regulatory filing on Wednesday.

The filing, which is a quarterly mandatory requirement for investment managers to disclose U.S. equity holdings, does not include Bridgewater's holdings in Chinese stocks outside of the U.S, such as those listed in Hong Kong or mainland A-shares.

Bridgewater didn't immediately respond to a Reuters' request for comment.

Over the April to June period, Bridgewater's largest selling included 5.7 million shares in Chinese e-commerce giant Alibaba (9988.HK), opens new tab, , 2.8 million shares in online retailer JD.com and 2 million shares in search engine firm Baidu , the filing showed.

Meanwhile, it added more shares in major U.S. tech firms including Nvidia (NVDA.O), opens new tab, Alphabet (GOOGL.O), opens new tab and Microsoft (MSFT.O), opens new tab.

Founded by billionaire and longtime China bull Ray Dalio about 50 years ago, the Connecticut-based fund has been an active China investor for many years. Dalio sold his remaining stake in Bridgewater last month.

Bridgewater launched its China onshore fund in 2018 and has since rapidly grown its assets under management in China to about 50 billion yuan ($6.96 billion).

The fund's risk-off stance on China comes as U.S. President Donald Trump raised tariffs on imports from China to over 100% in early April, which China reciprocated. The tit-for-tat moves sent shockwaves through global markets, leading to big corrections in both U.S. and China stocks in April.

Investor concerns over the possible forced de-listing of Chinese companies from U.S. exchanges have also mounted.

($1 = 7.1807 Chinese yuan renminbi)

Reporting by Summer Zhen; Editing by Rachna Uppal

Our Standards: The Thomson Reuters Trust Principles., opens new tab

* Suggested Topics:

* Emerging Markets

Summer Zhen

Thomson Reuters

Summer Zhen is a Hong Kong-based correspondent for Reuters, specializing in hedge funds and financial markets in Asia. She has over a decade of experience in financial journalism and the finance industry. Before joining Reuters, Summer was an investor relations professional at a hedge fund and worked as a business reporter for the South China Morning Post. She was the winner of Best Young Reporter at the 2014 Hong Kong News Awards.",eng,Reuters,2025-08-15T07:56:09Z,2025-08-15,07:56:09
2025-08-805547947,https://www.reuters.com/lifestyle/chinas-favourite-ugly-products-celebrated-with-exhibition-2025-08-15/,China's favourite 'ugly' products celebrated with exhibition,"HANGZHOU, China, Aug 15 (Reuters) - From sandals inspired by cabbage leaves to a tower of misshapen cat pillows, a new exhibition in Hangzhou is celebrating the weirdest and most aesthetically unappealing products available for sale online in China.

The 'Era of Uglies Has Arrived' exhibition, organised for the first time this year by Alibaba-owned (9988.HK), opens new tab e-commerce giant Taobao, spotlights more than 300 products that have won or been shortlisted for the platform's annual Ugly Stuff Competition, also known as the Uglies Award.

Yu Hu, project lead for the Uglies Award, said the Era of Uglies attracted more than 3,000 visitors a day during its run from late July to mid-August.

""Ugly"" products on Taobao have generated more than 100 million yuan ($13.94 million) in sales since 2020, according to Alibaba, with Yu estimating current growth rates for the sector in the ""double or triple digits.""

Younger consumers are fuelling the popularity of these unprepossessing products because they want to express their individuality, Yu added. As the economy languishes, they are also looking for affordable luxuries, a phenomenon known as emotional consumption.

""In recent years, emotional consumption has become more and more of a 'blue ocean', meaning it's becoming increasingly popular, turning into a new (spending) track,"" Yu said.

Ugly-cute accessory Labubu is a well-known example of the phenomenon, sparking a global buying frenzy with its wide eyes and toothy grin, and winning celebrity fans including Rihanna and David Beckham.

For some visitors, the exhibition was a reflection on the meaning of beauty, while others saw it as a lesson in creative thinking.

""Ugliness is another form of beauty,"" said exhibition visitor Mei Duo, 55. ""There's so much creativity, (it's) a special type of beauty.""

($1 = 7.1717 Chinese yuan renminbi)

Reporting by Nicoco Chan; Writing by Casey Hall; Editing by Kate Mayberry

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-15T01:08:10Z,2025-08-15,01:08:10
8816312921,https://www.odt.co.nz/news/world/chinas-favourite-ugly-products-celebrated,China's favourite 'ugly' products celebrated,"The 'Era of Uglies Has Arrived' exhibition, organised for the first time this year by Alibaba-owned 9988.HK e-commerce giant Taobao, spotlights more than 300 products that have won or been shortlisted for the platform's annual Ugly Stuff Competition, also known as the Uglies Award.

Yu Hu, project lead for the Uglies Award, said the Era of Uglies attracted more than 3000 visitors a day during its run from late July to mid-August.

""Ugly"" products on Taobao have generated more than 100 million yuan ($NZ23.5 million) in sales since 2020, according to Alibaba, with Yu estimating current growth rates for the sector in the ""double or triple digits.""

As the economy languishes, they are also looking for affordable luxuries, a phenomenon known as emotional consumption.

""In recent years, emotional consumption has become more and more of a 'blue ocean', meaning it's becoming increasingly popular, turning into a new (spending) track,"" Yu said.

Ugly-cute accessory Labubu is a well-known example of the phenomenon, sparking a global buying frenzy with its wide eyes and toothy grin, and winning celebrity fans including Rihanna and Sir David Beckham.

For some visitors, the exhibition was a reflection on the meaning of beauty, while others saw it as a lesson in creative thinking.

""Ugliness is another form of beauty,"" said exhibition visitor Mei Duo, 55. ""There's so much creativity, (it's) a special type of beauty.""",eng,Otago Daily Times Online News,2025-08-15T01:43:25Z,2025-08-15,01:43:25
8816254738,https://jp.reuters.com/markets/global-markets/4INDLBYUE5P6HG7TBKGPI2OQYY-2025-08-14/,「ビッグ・ショート」投資家バリー氏、第2四半期は強気姿勢に転換,"第２・四半期には中国企業のアリババ(9988.HK), opens new tabと京東集団（ＪＤドットコム）(9618.HK), opens new tab、オランダのＡＳＭＬホールディング(ASML.AS), opens new tabのほか、エスティローダー(EL.N), opens new tab、ルルレモン・アスレティカ(LULU.O), opens new tab、メタ・プラットフォームズ(META.O), opens new tab、リジェネロン・ファーマシューティカルズ(REGN.O), opens new tab、ユナイテッドヘルス・グループ(UNH.N), opens new tab、ＶＦコープ(VFC.N), opens new tabといった米国企業のコールオプション（買う権利）を購入。株価が上昇すれば利益を得られることになる。",jpn,JP,2025-08-15T00:18:03Z,2025-08-15,00:18:03
2025-08-805475744,https://www.reuters.com/business/big-short-investor-burry-turned-more-bullish-second-quarter-2025-08-14/,'Big Short' investor Burry turned more bullish on second quarter,"NEW YORK, Aug 14 (Reuters) - Michael Burry's Scion Asset Management ended the first quarter more bullish on companies across different sectors and geographies, a securities filing showed on Thursday, after betting against Chinese companies previously as the Trump administration considered imposing tariffs.

Burry, known as the ""Big Short"" investor for his prescient calls ahead of the 2008 U.S. housing market crash, placed bets that benefit from a rise in share prices. The call options convey the right to buy shares at a set price in the future.

The investor bought call options on Chinese companies Alibaba (9988.HK), opens new tab and JD.com (9618.HK), opens new tab, Dutch semiconductor supplier ASML Holding (ASML.AS), opens new tab and on some U.S. names, such as cosmetics company Estee Lauder (EL.N), opens new tab, Lululemon Athletica (LULU.O), opens new tab, Meta Platforms (META.O), opens new tab, Regeneron Pharmaceuticals (REGN.O), opens new tab, UnitedHealth Group (UNH.N), opens new tab, and VF Corp (VFC.N), opens new tab.

Scion's portfolio also included long-only positions in Bruker Corp (BRKR.O), opens new tab, Estee Lauder, Lululemon, Regeneron, and UnitedHealth.

Burry's second-quarter portfolio contrasts with bets against Alibaba, Baidu (9888.HK), opens new tab, JD.com and PDD Holdings (PDD.O), opens new tab in the first quarter, ahead of Trump's announcement of high levies on goods imported from China.

The securities filing does not indicate Burry's current holdings.

After the S&P 500 dipped to its lowest point in almost a year on April 8 following Trump's ""Liberation Day"" tariff announcement, U.S. stocks recovered. Both the S&P 500 (.SPX), opens new tab and the Nasdaq reached record closing highs in June, capping their best quarter in over a year as hopes for trade deals and possible rate cuts eased investor uncertainty.

Both indexes ended the quarter with double-digit gains. The S&P 500 gained 10.57% during the period, and the Nasdaq rose 17.75%.

Reporting by Carolina Mandl, in New York Editing by Rod Nickel

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-14T22:05:12Z,2025-08-14,22:05:12
8815966049,https://profit.pakistantoday.com.pk/2025/08/14/jd-com-beats-quarterly-revenue-estimates-on-subsidies-and-discounts-despite-profit-drop/,JD.com beats quarterly revenue estimates on subsidies and discounts despite profit drop - Profit by Pakistan Today,"Chinese e-commerce giant sees 22.4% sales growth, but analysts warn of tough comparisons ahead as state-backed stimulus fades

Chinese e-commerce giant JD.com (9618.HK) beat market estimates for quarterly revenue on Thursday, signaling resilient consumer spending on its platform fueled by price cuts and government subsidies.

U.S.-listed shares of the company, the leading online platform for home appliance products and electronics in China, fell nearly 4% in morning trade in the U.S. on Thursday.

Consumer demand in China has remained muted amid persistent economic pressures and trade uncertainty, but retailers like JD.com have leaned on deep discounts, promotions and government stimulus to spur sales.

M Science analyst Vinci Zhang said JD beat forecasts, but the upside came mostly from electronics and appliances propped up by state subsidies.

With those subsidies launching in Q3 last year, ""JD will start to face tough year-on-year comparisons and that's when we will really get to evaluate how well the company is doing,"" Zhang said.

Facing sluggish consumption and fierce rivalry at home, JD.com is tapping new opportunities.

Last month it offered to buy electronics giant Ceconomy (CECG.DE) in a bid that values the German company at 2.2 billion euros ($2.57 billion), seen as a strategic step for JD.com to expand its footprint in Europe and strengthen its global presence in the retail industry.

In February it entered the food delivery business, a field that has been mainly dominated by Meituan (3690.HK) and Alibaba's (9988.HK) Ele.me, offering incentives to consumers to gain an edge.

CEO Sandy Xu told analysts on Thursday that the new food-delivery arm is already feeding traffic into JD's core retail engine but warned that ""excessive competition"" only undermines pricing and merchants, calling it unsustainable.

Total revenue rose 22.4% to 356.66 billion yuan ($49.73 billion) during the second quarter ended June, compared with analysts' average estimate of 331.63 billion yuan, according to data compiled by LSEG.",eng,Profit by Pakistan Today,2025-08-14T18:48:16Z,2025-08-14,18:48:16
2025-08-805262633,https://www.reuters.com/technology/jdcom-faces-battle-gain-ground-chinas-instant-delivery-market-2025-08-14/,JD.com faces battle to gain ground in China's instant delivery market,"Aug 14 (Reuters) - Chinese e-commerce giant JD.com (9618.HK), opens new tab, is going all out to build its instant-delivery business to diversify revenue, but breaking into the competitive industry is proving difficult.

The company has poured billions into JD Takeaway, the food-delivery unit it launched in February, to cut reliance on a core retail business hit by a weak economy and tough competition.

Its results on Thursday showed the service has lifted its user base, traffic and revenue, with both quarterly active customer growth and shopping frequency up more than 40%.

But it is struggling to take market share from long-established incumbents Meituan (3690.HK), opens new tab, the industry leader, and Alibaba's (9988.HK), opens new tab Ele.me.

Daily active users in JD's delivery business have fallen steadily since peaking in mid-June, slipping more than 13% week-on-week by July 27 versus a 6% drop and a 1% gain in the previous two weeks, M Science data showed.

The data signals ""a significant loss of momentum for JD.com, and likely market share loss"", M Science analyst Vinci Zhang said.

""Meituan and Alibaba already have considerable domain expertise in food delivery, and I don't think JD has expertise in that area yet. It will be very challenging,"" Zhang said.

JD.com's food delivery investments have also squeezed profitability. Its adjusted operating margin shrank to 0.3% in the June quarter from 4% a year ago.

Meituan's daily orders across food and retail goods reached an all-time high of 120 million. The company holds nearly 70% of the delivery market, Morningstar analysts said in May.

Alibaba's Taobao instant commerce business combined with Ele.me reached 80 million daily orders early in July, with daily active users crossing 200 million.

Company executives have warned of fierce competition, with the three companies together pledging nearly 200 billion yuan ($27.87 billion) in recent months to subsidize instant delivery, sparking an ""instant retail"" price war that has drawn regulatory scrutiny.

""The competition started to intensify since July,"" JD.com CEO Sandy Xu said on Thursday, adding the company was focused on improving its platform to attract more users, merchants and riders.

Meituan and Alibaba are yet to report quarterly results.

($1 = 7.1773 Chinese yuan renminbi)

Reporting by Deborah Sophia in Bengaluru and Sophie Yu in Beijing; Editing by Jan Harvey

Our Standards: The Thomson Reuters Trust Principles., opens new tab",eng,Reuters,2025-08-14T16:30:21Z,2025-08-14,16:30:21
2025-08-803489271,https://www.reuters.com/markets/asia/chinas-fight-against-price-wars-is-an-uphill-battle-2025-08-12/,China's fight against price wars is an uphill battle,"HONG KONG, August 13 (Reuters) - Overcapacity has made its way into China's domestic market, with price wars leading to collapsing profitability and accelerating deflation. The government has responded by launching a so-called ""anti-involution"" program to combat deflationary price wars. It's had some early wins, but this could be a lengthy battle.

The Chinese internet slang for ""involution"" originally referred to competitive pressures faced by young Chinese in education and the workplace. Since early 2024, however, the word has come to describe supposedly excessive, unsustainable competition among Chinese firms, where more resources are being invested without increasing higher returns.

The Chinese government began to highlight the economic dangers of involution as early as June 2024, opens new tab in the face of declining corporate margins and profitability across diverse sectors such as electric vehicles, solar panels, lithium batteries, steel, cement and food delivery.

Critiques of ""excessive"" competition grew much louder in the first half of 2025 as several price wars escalated. In particular, EV leader BYD(002594.SZ), opens new tab started sharply cutting prices, and food delivery giant Meituan (3690.HK), opens new tab and new ecommerce platform JD.com(9618.HK), opens new tab began offering discounts and subsidies.

Increased competition in China also appears to be amplifying deflationary pressures. While China's Producer Price Index (PPI) has been in negative territory for much of the last three years, hopes of escaping this morass were ignited in mid-2024 as domestic demand appeared to be recovering. However, that optimism was doused this year as price wars intensified, with PPI falling by 3.6% year-on-year in the most recent report.

EARLY DAYS

China's government, recognising that industrial overcapacity is a potential danger to the domestic economy, launched a multi-pronged anti-involution campaign in July.

The program seeks to channel investment funds to advanced manufacturing, control production in highly competitive industries like steel, oversee pricing and subsidies in EVs and food delivery, and continue phasing out obsolete industrial capacity.

It's early days, but some nascent impacts are visible. Carmakers' average price discount declined in July, and Meituan, JD.com and Alibaba (9988.HK), opens new tab recently agreed to end aggressive discounting in food delivery and promote ""fair competition"".

Industry consolidation has accelerated as well. Polysilicon manufacturers are discussing the creation of a $7 billion fund to acquire and shut down almost one-third of their production capacity and restructure part of the loss-making sector.

Additionally, the country's largest coal miner, China Shenhua Energy (601088.SS), opens new tab , stated its intention to acquire various assets from the subsidiaries of its controlling shareholder to improve operational efficiency.

CHALLENGES AHEAD

China's anti-involution program faces myriad hurdles, however.

For one, most of the targets of the anti-involution program are in the private sector, which means they will be making voluntary pledges to maintain pricing discipline and thus could revert to aggressive tactics in the face of market pressure.

Importantly, Beijing's previous supply-side structural reforms from 2015-17 reduced excess capacity among state-owned firms, over which Beijing, by definition, had much more control.

Moreover, many of China's local governments are highly indebted and may prioritise short-term revenue generation over long-term reform, potentially offering subsidies to firms to attract investment even in industries targeted by the anti-involution campaign.

Innovation in emerging technologies could also be a casualty if deterring overlapping investments hinders experimentation with different approaches. And tighter oversight on pricing and capacity could dampen private capital's investment enthusiasm overall.

Finally, one of the biggest risks to the implementation of the program is the possibility of job losses as industries consolidate and become more inefficient.

While China's youth unemployment rate has declined recently, it remains high and could increase over the next few months as over 12 million new university graduates join the workforce. And the private sector - the target of the anti-involution program - generates the vast majority of China's incremental employment.

UPDATED PLAYBOOK

China's anti-involution efforts have had some success, but this will likely not be a short fight.

First, to truly absorb excess capacity in various industries, Beijing will almost certainly have to stimulate domestic consumption more aggressively than it has in the past. Sentiment among Chinese consumers remains quite low, implying that the monetary and fiscal stimuli undertaken by China's government over the past year have had only a limited impact.

The government could also consider more innovative, hitherto untested policies.

For example, it could mandate superior product quality to weed out players who compete purely on cost to encourage industry consolidation. However, defining ""low quality"" and enforcing standards would be challenging, and this strategy may be less effective in services industries.

Another way to reduce the incentives for extreme competition would be encouraging collaboration between firms through technology sharing and mutual equity holdings.

And the increased availability of patient long-term capital could obviate the need for companies to ramp up production and revenues rapidly.

The anti-involution program marks a new phase of China's pursuit of high-quality development. Enforcing pricing discipline and market stability in furiously competitive industries will be no easy task. That means an updated playbook may be needed.

(The views expressed here are those of Manishi Raychaudhuri, the founder and CEO of Emmer Capital Partners Ltd, and the former Head of Asia-Pacific Equity Research at BNP Paribas Securities).

Enjoying this column? Check out Reuters Open Interest (ROI),, opens new tab your essential new source for global financial commentary. ROI delivers thought-provoking, data-driven analysis of everything from swap rates to soybeans. Markets are moving faster than ever. ROI,, opens new tab can help you keep up. Follow ROI on LinkedIn,, opens new tab and X., opens new tab

Writing by Manishi Raychaudhuri; Editing by Anna Szymanski and Marguerita Choy

Our Standards: The Thomson Reuters Trust Principles., opens new tab

* Suggested Topics:

* Asian Markets

* Coal

* Solar

* ADAS, AV & Safety

* Sustainable & EV Supply Chain

Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.",eng,Reuters,2025-08-12T23:32:18Z,2025-08-12,23:32:18
8812456632,https://ubrzanje.telegraf.rs/nauka-i-privreda/4161867-neocekivani-potez-kine-nakon-popustanja-sad-kompanijama-poslali-zvanicna-obavestenja,(Ne)Očekivani potez Kine nakon popuštanja SAD: Kompanijama poslali zvanična obaveštenja,"Kineske vlasti su pozvale domaće kompanije da izbegavaju korišćenje H20 čipova kompanije Envidija (Nvidia), posebno za potrebe povezane s državnim institucijama, preneo je u utorak Blumberg. Ovakav potez bi mogao da oteža napore kompanije da oživi opadajuću prodaju u Kini.

Zvanična obaveštenja poslata su brojnim firmama kako bi ih odvratila od korišćenja H20 čipa, koji je manje napredan, naročito za projekte državnih preduzeća ili privatnih kompanija povezane s vladom ili nacionalnom bezbednošću, navodi se u izveštaju, pozivajući se na izvore upoznate s tim.

Rojters nije mogao odmah da potvrdi ove navode.

Nvidia je u utorak izjavila da čip H20 ""nije vojni proizvod niti je namenjen za državnu infrastrukturu"".

""Kina ima dovoljno domaćih čipova da zadovolji svoje potrebe. Ne oslanja se i nikada se nije oslanjala na američke čipove za državne operacije, isto kao što se vlada SAD ne bi oslanjala na čipove iz Kine"", navedeno je u saopštenju.

Vašington je prošlog meseca ukinuo zabranu prodaje čipa H20 u Kini, a on je sada najnapredniji čip za veštačku inteligenciju koji Envidija sme da prodaje na tom tržištu.

Ovaj potez dolazi nakon izveštaja kineskih državnih medija o bezbednosnim zabrinutostima u vezi s H20 čipovima. Nvidia je saopštila da čipovi nemaju ""tajne prolaze"" koji bi omogućili daljinski pristup ili kontrolu.

Prema pisanju Fajnenšel tajmsa, Peking vrši pritisak na velike kineske tehnološke kompanije poput Alibabe (9988.HK) i BajtDensa da preispitaju porudžbine H20 čipova. Ministarstvo industrije i informacionih tehnologija od ovih kompanija traži objašnjenje zašto naručuju H20 čipove umesto da koriste domaće alternative, navodi list pozivajući se na izvore upoznate s materijom.

Neke tehnološke kompanije planiraju da smanje svoje porudžbine kao posledicu regulatornih pitanja, piše Fajnenšel tajms. Alibaba i BajtDens nisu odmah odgovorili na Rojtersov zahtev za komentar.

Kina takođe nastoji da promoviše korišćenje domaćih tehnologija, uključujući AI čipove koje proizvodi Huavej, kineski rival s kojim BajtDens vodi borbu za dominaciju u oblasti AI čipova.

Akcije najvećeg kineskog ugovornog proizvođača čipova SMIC-a porasle su u utorak za 5% zbog očekivanja povećane potražnje za domaće proizvedenim čipovima.

Ograničenje korišćenja H20 čipova dolazi i nakon izjava američkog predsednika Donalda Trampa u ponedeljak, u kojima je nagovestio da bi mogao dozvoliti Envidiji prodaju umanjene verzije svog naprednog Blekvel čipa u Kini, uprkos duboko ukorenjenim strahovima u Vašingtonu da bi Peking mogao iskoristiti američke AI kapacitete za jačanje vojne moći.

Kinesko ministarstvo spoljnih poslova saopštilo je u utorak da se nada da će SAD preduzeti praktične korake kako bi se održala stabilnost i nesmetano funkcionisanje globalnog lanca snabdevanja čipovima.

Prošle nedelje Trampova administracija je potvrdila presedan - dogovor s kompanijama Envidija i AMD prema kojem će vlada SAD dobiti 15% prihoda od prodaje određenih naprednih čipova u Kini.

Prema Blumbergovom izveštaju, kineske smernice o izbegavanju čipova odnose se i na AI akceleratore kompanije Advanced Micro Devices, a nije jasno da li su zvanična obaveštenja iz Kine posebno pominjala AMD-ov MI308 čip.

AMD nije odgovorio na zahtev za komentar van redovnog radnog vremena.",hrv,Ubrzanje Telegraf,2025-08-12T15:13:01Z,2025-08-12,15:13:01
